甲,乙,丙,丁,戊,己,庚,辛,壬,癸,,
子,丑,寅,卯,辰,巳,午,未,申,酉,戌,亥
,หลักวัน,
ม1,甲,12.0,มีโอกาสได้เจอคนรักที่พร้อมช่วยกันสร้างอนาคต คอยเก็บออม ตั้งใจใช้ชีวิตแบบทีมเวิร์ก ถ้าเป็นผู้ชาย มีเกณฑ์ได้รับโชคเรื่องการเงินหลังมีแฟน หรือแต่งงาน อีกฝ่ายเป็นคนร่าเริง สดใส แต่ก็ต้องดูแลกันดี ๆ,,,,,,,,,,,
11.0,戌,เอี้ยง,,,,,,,,,,,,
ม2,乙,6.0,ความรักอาจมาพร้อมภาระเรื่องเงิน มีเรื่องให้จัดการเยอะ อาจเกี่ยวกับทรัพย์สินหรือมรดก คนที่เข้ามาเป็นสไตล์เรียบร้อย พูดตรง หรือบางทีก็ขี้บ่น ต้องใช้ความเข้าใจและความอดทน,,,,,,,,,,,
2.0,丑,ซวย,,,,,,,,,,,,
ม2,乙,4.0,คนรักมักเป็นคนที่นิสัยคล้าย ๆ กัน เข้าใจกันง่าย อยู่ด้วยแล้วสบายใจ และอีกฝ่ายอาจมีหน้าที่การงานที่มั่นคง หรือมีตำแหน่ง มีอิทธิพลในสายอาชีพ,,,,,,,,,,,
4.0,卯,ลิ่มกัว,,,,,,,,,,,,
ม2,乙,2.0,เป็นสายทุ่มเทกับความรัก ดูแลเทคแคร์เก่ง มีเสน่ห์ มีลูกเล่นน่ารัก ๆ ความสัมพันธ์อบอุ่น และรักกันอย่างสม่ำเสมอ,,,,,,,,,,,
6.0,巳,หมกยก,,,,,,,,,,,,
ม2,乙,12.0,ได้คนรักที่เป็นทั้งเพื่อน ทั้งพาร์ตเนอร์ ช่วยซัพพอร์ตกันทั้งการเงิน การเรียน หรือธุรกิจ เติบโตไปด้วยกัน อีกฝ่ายมีนิสัยสดใส ร่าเริง แต่ก็ต้องดูแลใจเขาให้ดี,,,,,,,,,,,
8.0,未,เอี้ยง,,,,,,,,,,,,
ม2,乙,10.0,ความรักอาจไม่ง่าย มีภาระหรือความเครียดจากการใช้ชีวิตคู่ ถ้าเป็นผู้หญิง ระวังได้คนที่อาจพาชีวิตสะดุด ความสัมพันธ์บางคู่จะไม่จัดงานแต่ง หรืออยู่ด้วยกันแบบเรียบง่าย,,,,,,,,,,,
10.0,酉,เจ๊าะ,,,,,,,,,,,,
ม2,乙,8.0,มักเจอความสัมพันธ์ที่ไม่ค่อยเปิดเผยเท่าไหร่ หรือมีคนที่เข้ามาในรูปแบบผู้ใหญ่คอยสนับสนุน ความรักอาจอยู่ใกล้ตัวแต่ไม่หวือหวา หรือเริ่มหมดไฟกันไป,,,,,,,,,,,
12.0,亥,ซี่,,,,,,,,,,,,
ฟ1,丙,11.0,คนรักมักเป็นสายดูแล ประคบประหงม หรือมีบทบาทสำคัญในชีวิต เป็นจุดเริ่มต้นของการเปลี่ยนแปลงบางอย่างที่ดี,,,,,,,,,,,
1.0,子,ทอ,,,,,,,,,,,,
ฟ1,丙,1.0,คนรักเป็นสายซัพพอร์ต ช่วยดันให้เราพัฒนา เติบโตในทางที่ดี ความรักนำพาชีวิตให้ก้าวหน้า เจริญรุ่งเรือง,,,,,,,,,,,
3.0,寅,เชี่ยงแซ,,,,,,,,,,,,
ฟ1,丙,3.0,มักได้คนรักที่มีโปรไฟล์ดี การศึกษาดี หรือตำแหน่งงานดี แต่ต้องระวังเรื่องคำพูดและการสื่อสาร เพราะอาจมีความเข้าใจผิดกันได้ง่าย ถ้าเปิดใจและเข้าใจกัน ความรักจะไปได้ไกล,,,,,,,,,,,
5.0,辰,กวงตั่ว,,,,,,,,,,,,
ฟ1,丙,5.0,คนรักอาจดูเหมือนเป็นเพื่อนหรือพี่น้องที่ช่วยดันกันไปข้างหน้า แต่อีกฝ่ายอาจใช้อำนาจในความสัมพันธ์มากเกินไป ต้องระวังเรื่องการสื่อสารและการแสดงออกไม่ให้ทำร้ายกันแบบไม่รู้ตัว,,,,,,,,,,,
7.0,午,ตี้อ๋วง,,,,,,,,,,,,
ฟ1,丙,7.0,คนรักอาจมาจากต่างถิ่น เป็นคนขยัน แต่งตัวดี มีโชคเรื่องเงินทองหากเดินทาง หรือได้พัฒนาความสัมพันธ์กับคนที่อยู่ไกล,,,,,,,,,,,
9.0,申,แป่,,,,,,,,,,,,
ฟ1,丙,9.0,ความรักที่มี เรามักจะเป็นฝ่ายซัพพอร์ตมากกว่า ทั้งเรื่องการเงิน การสร้างเนื้อสร้างตัว ทำด้วยความเต็มใจ คนรักอาจเป็นสายเก็บตัว รักบ้าน หรือมาจากครอบครัวดั้งเดิม,,,,,,,,,,,
11.0,戌,หมอ,,,,,,,,,,,,
ฟ2,丁,9.0,เมื่อคบใครแล้ว ฐานะการเงินมักจะดีขึ้น ความสัมพันธ์อาจไม่หวือหวาแต่มั่นคง อีกฝ่ายอาจชอบอยู่เงียบ ๆ ใช้ชีวิตเรียบง่ายในบ้าน,,,,,,,,,,,
2.0,丑,หมอ,,,,,,,,,,,,
ฟ2,丁,7.0,ถ้าเจอคนรักที่เป็นผู้ใหญ่และมาจากต่างถิ่น อาจได้รับแรงสนับสนุนแต่ความสัมพันธ์อาจไม่สม่ำเสมอ ถ้าเป็นคนใกล้ตัวอาจกลับกลายเป็นความรักที่เฉื่อย ไม่กระตือรือร้น,,,,,,,,,,,
4.0,卯,แป่,,,,,,,,,,,,
ฟ2,丁,5.0,เราเป็นฝ่ายที่ยอมเหนื่อยเพื่อความรัก ทุ่มเทอย่างเต็มที่ เก็บความรู้สึกเก่ง ซัพพอร์ตอีกฝ่ายแบบไม่หวังอะไรตอบแทน แต่อีกฝ่ายอาจใช้อำนาจในความสัมพันธ์มากไป ต้องรู้จักบาลานซ์,,,,,,,,,,,
6.0,巳,ตี้อ๋วง,,,,,,,,,,,,
ฟ2,丁,3.0,มักเจอความรักที่ต่างฝ่ายต่างเข้าอกเข้าใจกันดี เราอาจเป็นคนที่ช่วยเหลือ ดูแลอีกฝ่ายด้วยความจริงใจ ความสัมพันธ์ดูเรียบง่ายแต่ลึกซึ้ง,,,,,,,,,,,
8.0,未,กวงตั่ว,,,,,,,,,,,,
ฟ2,丁,1.0,ได้คนรักที่เป็นแรงผลักดันที่ดี ทำให้ชีวิตเติบโต ทั้งการเงิน หน้าที่ และการใช้ชีวิต ถ้าคบกันดี ๆ จะส่งเสริมให้ประสบความสำเร็จเร็วขึ้น,,,,,,,,,,,
10.0,酉,เชี่ยงแซ,,,,,,,,,,,,
ฟ2,丁,9.0,คนรักมักเป็นสายเก็บสะสม ชอบวางแผนระยะยาว ความรักอาจดูเรียบง่าย ไม่หวือหวา ไม่ค่อยแสดงออก อีกฝ่ายอาจเป็นคนรักความสงบ รักบ้าน หรือเติบโตจากครอบครัวที่มีรากฐานแน่น ต้องใช้ความเข้าใจในการอยู่ร่วมกัน,,,,,,,,,,,
2.0,亥,หมอ,,,,,,,,,,,,
ฟ2,戊,11.0,มักได้คนรักที่ดูแลเก่ง อาจเหมือนพ่อแม่เลี้ยงลูก ชอบคุมบ้าง มีความรับผิดชอบสูง และเป็นจุดเปลี่ยนสำคัญที่ทำให้เราได้เจอกัน,,,,,,,,,,,
12.0,子,ทอ,,,,,,,,,,,,
ด1,戊,11.0,เป็นความรักที่พัฒนาอย่างช้า ๆ แต่มั่นคง คอยช่วยกันสร้างเนื้อสร้างตัวไปทีละก้าว เหมือนพาร์ตเนอร์ชีวิตที่เติบโตไปด้วยกัน,,,,,,,,,,,
1.0,寅,ทอ,,,,,,,,,,,,
ด1,戊,1.0,ได้คนที่สนับสนุนกันในทุกด้าน เป็นแรงผลักดันสำคัญของชีวิต ทำให้มีความมั่นคงและประสบความสำเร็จทั้งเรื่องเงิน งาน และเป้าหมาย,,,,,,,,,,,
3.0,辰,เชี่ยงแซ,,,,,,,,,,,,
ด1,戊,3.0,คนรักโปรไฟล์ดี การศึกษาดี หรือมีตำแหน่งหน้าที่ดี แต่ต้องระวังการสื่อสารผิด ๆ ที่อาจทำให้เกิดความเข้าใจผิดในความสัมพันธ์ได้ แม้จะเข้าใจกันโดยพื้นฐาน,,,,,,,,,,,
5.0,午,กวงตั่ว,,,,,,,,,,,,
ด1,戊,5.0,คนรักมักเป็นผู้ใหญ่หรือคนมีอำนาจ เป็นคนเด็ดขาด ชัดเจน ช่วยให้เรามีตัวตนในสังคมมากขึ้น แต่ก็อาจควบคุมมากไป ต้องตั้งขอบเขตให้ดี,,,,,,,,,,,
7.0,申,ตี้อ๋วง,,,,,,,,,,,,
ด1,戊,7.0,เราอาจเป็นฝ่ายที่รักมาก คิดมาก และทุ่มเทเกินไป อีกฝ่ายเป็นสายขยัน มาจากต่างที่ ทำให้ต้องปรับตัวเข้าหากันเยอะ,,,,,,,,,,,
9.0,戌,แป่,,,,,,,,,,,,
ด1,己,9.0,มักเจอความรักที่เราจะต้องเป็นฝ่ายผลักดันอย่างต่อเนื่อง มีความอดทนสูง สร้างอนาคตไปด้วยกันแบบไม่หวือหวา อีกฝ่ายอาจชอบอยู่บ้าน ใช้ชีวิตเรียบง่าย มาจากครอบครัวแบบดั้งเดิม,,,,,,,,,,,
11.0,丑,หมอ,,,,,,,,,,,,
ด2,己,9.0,ความสัมพันธ์ที่เหมือนเป็นทั้งแฟน ทั้งเพื่อน ทั้งพี่น้อง อยู่ด้วยกันแล้วช่วยกันสร้างชีวิต ตั้งหลักปักฐาน แต่อีกฝ่ายอาจเป็นคนรักบ้าน ใช้ชีวิตแบบเรียบง่ายจากครอบครัวดั้งเดิม,,,,,,,,,,,
2.0,卯,หมอ,,,,,,,,,,,,
ด2,己,7.0,มีแนวโน้มได้คนรักที่ค่อนข้างคุมเข้ม ทำให้เรารู้สึกมีภาระร่วม ต้องแบ่งเบาความรับผิดชอบในชีวิตกันเยอะ อีกฝ่ายเป็นคนขยัน อาจมาจากต่างถิ่น ต้องปรับตัวเข้าหากัน,,,,,,,,,,,
4.0,巳,แป่,,,,,,,,,,,,
ด2,己,5.0,คนรักมักเป็นผู้ใหญ่ที่พร้อมสนับสนุนเราให้ก้าวหน้า มีอิทธิพลกับชีวิต แต่บางครั้งอาจใช้อำนาจในความสัมพันธ์มากเกินไป จนเรารู้สึกอึดอัด,,,,,,,,,,,
6.0,未,ตี้อ๋วง,,,,,,,,,,,,
ด2,己,3.0,เป็นความสัมพันธ์ที่ต่างฝ่ายต่างช่วยกันเกื้อหนุน เข้าใจกันดี เห็นอกเห็นใจ และอยู่ด้วยกันอย่างสบายใจแบบมีพื้นที่ให้กัน,,,,,,,,,,,
8.0,酉,กวงตั่ว,,,,,,,,,,,,
ด2,己,1.0,ได้คนรักที่เข้ามาเสริมชีวิตให้ดีขึ้น สนับสนุนเรื่องงาน การเงิน โชคลาภ พัฒนาชีวิตไปพร้อมกัน และนำพาความมั่นคงหรือความสำเร็จเข้ามา,,,,,,,,,,,
10.0,亥,เชี่ยงแซ,,,,,,,,,,,,
ด2,庚,11.0,มักเจอคนรักที่อายุห่างกัน มีแนวคิดเป็นผู้ใหญ่ ช่วยกันวางแผนอนาคต เก็บเงินสร้างฐานะ เป็นคนที่เข้ามาเปลี่ยนบางอย่างในชีวิตแบบไม่ทันตั้งตัว,,,,,,,,,,,
12.0,子,ทอ,,,,,,,,,,,,
ท1,庚,8.0,ความรักที่เราทุ่มเทสุดใจ แต่อาจไม่เป็นอย่างที่หวัง คนที่เข้ามาอาจผ่านเรื่องรักมาก่อน หรือเป็นคนใกล้ตัวที่หมดเยื่อใยกันไปแล้ว,,,,,,,,,,,
1.0,寅,ซี่,,,,,,,,,,,,
ท1,庚,10.0,ต้องระวังความสัมพันธ์ที่ทำให้เราเสียทรัพย์หรือมีเรื่องให้เสียใจ โดยเฉพาะถ้าอีกฝ่ายเป็นผู้ชายที่เจ้าชู้ ความสัมพันธ์อาจไม่เป็นทางการ หรือไม่มีการแต่งงาน,,,,,,,,,,,
3.0,辰,เจ๊าะ,,,,,,,,,,,,
ท1,庚,12.0,มักได้คนรักที่เป็นสายดูแล เป็นเหมือนผู้ใหญ่ใจดี คอยอยู่เคียงข้าง เอาใจใส่ สดใส ร่าเริง เติมพลังให้ชีวิต แต่เราก็ต้องดูแลใจเขาให้ดีเหมือนกัน,,,,,,,,,,,
5.0,午,เอี้ยง,,,,,,,,,,,,
ท1,庚,2.0,เจอความรักที่มั่นคงและอบอุ่น ต่างคนต่างพร้อมช่วยเหลือกัน สนับสนุนกันในทุกทาง และยังรักกันอย่างสม่ำเสมอไม่เปลี่ยนใจง่าย ๆ,,,,,,,,,,,
7.0,申,หมกยก,,,,,,,,,,,,
ท1,庚,4.0,มีแนวโน้มได้แฟนที่นิสัยคล้ายกัน เข้ากันง่าย เป็นทีมเวิร์ก อยู่ข้างกันเสมอ อีกฝ่ายอาจมีบทบาทหรือหน้าที่ที่ดูมีอำนาจหรือมีตำแหน่งในสายงาน,,,,,,,,,,,
9.0,戌,ลิ่มกัว,,,,,,,,,,,,
ท1,辛,6.0,เมื่อมีความรัก อาจต้องรับผิดชอบเรื่องเงินมากขึ้น หรือมีภาระทางทรัพย์สิน แต่บางครั้งอีกฝ่ายก็ดูเรียบร้อยหรือขี้บ่น ต้องใช้ความเข้าใจและความอดทนร่วมกัน,,,,,,,,,,,
11.0,丑,ซวย,,,,,,,,,,,,
ท2,辛,12.0,ได้คนรักที่มีความเป็นผู้ใหญ่ ดูแลดี สนับสนุนให้เราก้าวหน้าและมั่นคง อีกฝ่ายเป็นสายร่าเริง สดใส ต้องคอยใส่ใจกันเป็นพิเศษ,,,,,,,,,,,
2.0,卯,เอี้ยง,,,,,,,,,,,,
ท2,辛,10.0,เจอความรักที่ต้องระวัง อาจเจอคนที่ทำให้เราสูญเสียอะไรบางอย่าง โดยเฉพาะเรื่องเงิน ถ้าเป็นผู้ชายอาจมีแนวเจ้าชู้ ความสัมพันธ์อาจไม่เป็นทางการหรือไม่มีพิธีแต่งงานชัดเจน,,,,,,,,,,,
4.0,巳,เจ๊าะ,,,,,,,,,,,,
ท2,辛,8.0,มักได้เจอความรักที่ดูจืดจาง เหินห่างหน่อย หรือไม่เปิดเผย ไม่ได้พัฒนาชัดเจน อีกฝ่ายอาจเป็นคนใกล้ตัวที่หมดไฟกันไปแล้ว,,,,,,,,,,,
6.0,未,ซี่,,,,,,,,,,,,
ท2,辛,6.0,หลังมีแฟน อาจมีภาระเรื่องเงิน ต้องรับผิดชอบมากขึ้น หรือเกี่ยวกับสมบัติเก่า คนที่เข้ามาเป็นสไตล์เรียบร้อยหรือพูดตรง ขี้บ่นเล็กน้อย,,,,,,,,,,,
8.0,酉,ซวย,,,,,,,,,,,,
ท2,辛,4.0,เจอคนที่คล้ายกัน เข้าใจง่าย มีพื้นฐานชีวิตใกล้เคียงกัน แต่อีกฝ่ายอาจมีตำแหน่งหรือหน้าที่การงานที่ทำให้มีอำนาจในการตัดสินใจบ้าง,,,,,,,,,,,
10.0,亥,ลิ่มกัว,,,,,,,,,,,,
ท2,壬,2.0,ความรักที่เราเป็นคนที่ดูแลและทุ่มเทให้กับความรัก มีเสน่ห์และรู้วิธีเอาใจ อีกฝ่ายก็รักเรามั่นคง กลับมาในแบบที่สม่ำเสมอ,,,,,,,,,,,
12.0,子,หมกยก,,,,,,,,,,,,
น1,壬,5.0,ได้แฟนที่เหมือนเพื่อนและพี่น้องในคนเดียวกัน ช่วยกันเติบโตและสร้างอิทธิพลในชีวิต แต่บางครั้งอีกฝ่ายอาจควบคุมมากเกินไป ต้องตั้งขอบเขตให้ชัดเจน,,,,,,,,,,,
1.0,寅,ตี้อ๋วง,,,,,,,,,,,,
น1,壬,7.0,เป็นความรักที่เรามักเป็นฝ่ายให้ สนับสนุนอีกฝ่ายอย่างเต็มที่ เดินทางไกลด้วยกันจะยิ่งดี แต่ต้องระวังเรื่องคิดมากหรือพูดมากจนกลายเป็นปัญหา คนรักอาจมาจากต่างที่ และขยันมาก,,,,,,,,,,,
3.0,辰,แป่,,,,,,,,,,,,
น1,壬,9.0,เมื่อมีแฟน ภาระความรับผิดชอบจะเพิ่มขึ้น แต่ก็มีอีกฝ่ายคอยช่วยดูแลและมีเพื่อนพี่น้องที่คอยซัพพอร์ต คนรักอาจเป็นสายรักบ้าน รักครอบครัว และมาจากครอบครัวแบบดั้งเดิม,,,,,,,,,,,
5.0,午,หมอ,,,,,,,,,,,,
น1,壬,11.0,ความรักช่วยสร้างความมั่นคงทางการเงิน ช่วยกันเก็บออมแบบค่อยเป็นค่อยไป อีกฝ่ายเป็นจุดเริ่มต้นของบางสิ่งในชีวิตที่ทำให้เราได้เจอกัน,,,,,,,,,,,
7.0,申,ทอ,,,,,,,,,,,,
น1,壬,1.0,ได้คนรักที่เป็นแรงผลักดันให้พัฒนาตัวเอง ช่วยกันสร้างอนาคต ชีวิตการเงินดีขึ้นเมื่ออยู่ด้วยกัน และมีแนวโน้มรุ่งเรืองในภาพรวม,,,,,,,,,,,
9.0,戌,เชี่ยงแซ,,,,,,,,,,,,
น1,癸,3.0,เจอคนโปรไฟล์ดี มีตำแหน่งหรือการศึกษาสูง แต่ต้องระวังการพูดหรือแสดงออกที่อาจทำให้เข้าใจผิดกันบ่อย หากสื่อสารดี ๆ ความสัมพันธ์จะเต็มไปด้วยความเข้าอกเข้าใจ,,,,,,,,,,,
11.0,丑,กวงตั่ว,,,,,,,,,,,,
น2,癸,3.0,เป็นความรักที่อบอุ่น ต่างฝ่ายต่างช่วยเหลือซึ่งกันและกัน เข้าใจความรู้สึกและเป็นที่พึ่งทางใจได้ดี,,,,,,,,,,,
2.0,卯,กวงตั่ว,,,,,,,,,,,,
น2,癸,1.0,ความรักสายสนับสนุนแบบแท้จริง คบแล้วพากันเติบโต เจอคนที่ช่วยดันให้เราเจริญก้าวหน้าและมีโชคในเรื่องเงินหรือหน้าที่,,,,,,,,,,,
4.0,巳,เชี่ยงแซ,,,,,,,,,,,,
น2,癸,11.0,มักเจอคนรักที่เป็นทีมเดียวกัน ในการเก็บออมและสร้างเนื้อสร้างตัว โดยเฉพาะถ้าอีกฝ่ายมาจากต่างถิ่น จะช่วยดึงโชคลาภเข้ามาในชีวิต,,,,,,,,,,,
6.0,未,ทอ,,,,,,,,,,,,
น2,癸,9.0,คนรักเป็นสายเงียบ ๆ ไม่แสดงความรู้สึกชัดเจน อาจต้องมีช่องว่างอายุเพื่อความพอดี อีกฝ่ายเหมาะกับการดูแลเรื่องทรัพย์สินในบ้าน เป็นคนรักสงบ อยู่บ้าน,,,,,,,,,,,
8.0,酉,หมอ,,,,,,,,,,,,
น2,癸,7.0,ได้คนรักที่เป็นเหมือนผู้ใหญ่คอยดูแล แต่ก็มักคิดเยอะ ฟุ้งซ่าน หรือเจ็บป่วยง่าย อาจอยู่ไกลและเดินทางบ่อย คนรักเป็นคนขยัน มาจากต่างถิ่น ต้องอาศัยความเข้าใจเยอะ,,,,,,,,,,,
10.0,亥,แป่,,,,,,,,,,,,
น2,癸,5.0,มีแนวโน้มได้แฟนที่มีอำนาจ มีบทบาทในชีวิต ใช้ความเด็ดขาดได้ดี แต่อาจควบคุมหรือใช้อารมณ์มากเกินไป ต้องหาจุดสมดุลในความสัมพันธ์ให้ดี,,,,,,,,,,,
12.0,亥,ตี้อ๋วง,,,,,,,,,,,,
,,
,,
,,
,,
,,
,,
1.0,长生,เชี่ยงแซ,การกำเนิดอันยาวไกล รู้เดียงสา ใคร่ศึกษาหาค่านิยม ยืนขึ้นให้เกิด ความเจริญรุ่งเรือง,,,,,,,,,,,,,,,,,
,,พัฒนา,การเจริญเติบโตจากกทารก  เริ่มมีพัฒนาการต่างๆ เพิ่มมากขึ้น เป็นช่วงเวลาที่มีพัฒนาอย่างต่อเนื่องจากการอบรมสั่งสอน,,,,,,,,,,,,,,,,,
,,,การเริ่มต้นสิ่งใหม่ๆ การเรียนรู้เพื่อที่จะพัฒนาความก้าวหน้าที่เกิดขึ้นจากการค้นคว้าหาความรู้ การยืนหยัดด้วยกำลัง ความสามารถของตัวเอง เลือกเส้นทางของตัวเอง ต้องการตามความเหมาะสม สร้างสรรสิ่งใหม่ๆ ให้เกิดขึ้นอยู่เสมอตามจริง กำเนิดสินค้าใหม่ ออกสู่ท้องตลาดอย่างต่อเนื่อง
,,
,,
,,
,,
,,,การไหลเวียนของน้ำที่นำมาใช้ประโยชน์เพื่อการเพาะปลูก,,,,,,,,,,,,,,,,,
2.0,沐浴,หมกยก,การสะสาง เสเพล มั่วสุม เสน่ห์ เหนื่อยยากเพื่อฐานะ หมกมุ่นกามารมณ์ มีครอบครัวเติมแต่งให้สมประกอบ,,,,,,,,,,,,,,,,,
,,เสน่หา,ช่วงเวลาแห่งการผลิบานของดอกไม้ เพื่อก่อเกิดความหลงใหล ช่วงเวลาที่มีเสน่ห์ สำหรับเพศตรงข้าม,,,,,,,,,,,,,,,,,
,,,การชำระล้าง การทำความสะอาด ให้สวยงาม การสะสางปัญหาสิ่งต่างๆ ให้มีความสมบรูณ์ขึ้น ความลุ่มหลงมัวเมา ความใคร่ เสน่หา กามคุณ ความเสเพล มั่วสุม ยาเสพติด ยาบ้า การพนัน ไสยศาสตร์ เวทมนตร์ เสน่หา มนตรา ยาสั่ง สิ่งของที่ดำมืด สิ่งของที่ไม่เป็นมงคล ความเจ้าชู้
,,
,,
,,
,,
,,
,,,การไหลเวียนของน้ำสำหรับการกรองสิ่งสกปรก,,,,,,,,,,,,,,,,,
3.0,冠带,กวงตั่ว,ความสำเร็จ ความก้าวหน้า มีขื่อเสียงสู่สังคมภายนอก แก้ปัญหาได้ดี ประสบความสำเร็จรับตำแหน่งการงาน,,,,,,,,,,,,,,,,,
,,บัณฑิต,การศึกษาหาความรู้สำหรับการทำงาน เพื่อสร้างฐานะครอบครัว สำเร็จการศึกษา มีความรู้ความสามารถในสิ่งที่ศึกษา,,,,,,,,,,,,,,,,,
,,,การเรียนรู้เพื่อที่จะประสบความสำเร็จในชีวิต การศึกษาวิชาการต่างๆ ให้เข้าใจตามหลักการ นักวิชาการมีความชำนาญในสิ่งที่ตัวเองรู้เข้าใจทำตามกฎระเบียบแบบแผน ตรงตามเป้าหมาย ทำสิ่งที่ถูกกฎหมาย ไม่ออกนอกลู่นอกทางที่วาง ความรู้ความสามารถในแบบฉบับของตนเองที่รู้
,,
,,
,,
,,
,,
,,,การไหลเวียนของน้ำสำหรับการใช้สอยในครัวเรือน,,,,,,,,,,,,,,,,,
4.0,临官,ลิ่มกัว,ขุนนาง ได้ยศฐาบรรดาศักดิ์ วาสนาดี ประสบโชคลาภ ตำแหน่งดี ได้ความดี มีหน้ามีตา พรั่งพร้อมทรัพย์สิน,,,,,,,,,,,,,,,,,
,,ตำแหน่ง,การทำงานที่มีความเจริญรุ่งเรือง ได้รับตำแหน่งหน้าที่งานสูงขึ้น อำนาจความรับผิดชอบย่อมมีความขึ้นตามตำแหน่ง.,,,,,,,,,,,,,,,,,
,,,การมีตำแหน่ง ยศถาบรรดาศักดิ์ มีอำนาจบารมี คุณงามความดี ชื่อเสียง เป็นขุนนางที่มีคุณค่า สิ่งของที่ดูมีคุณค่า เคารพนับถือ ประดับยศศักดิ์ สถานที่ราชการ เกี่ยวข้องกับเจ้าหน้าที่บ้านเมือง ทหาร ตำรวจ คนมียศศักดิ์ เจ้าหน้าที่สรรพากร เทิดทูนให้สูงกว่าคนอื่น หยิ่งยโสอำนาจที่มีอยู่
,,
,,
,,
,,
,,
,,,การไหลเวียนของน้ำที่มีความรุนแรงพอประมาณ,,,,,,,,,,,,,,,,,
5.0,帝旺,ตี้อ๋วง,ขุนพลมีอำนาจแต่ความสุขทางครอบครัว มีบารมี เด็ดเดี่ยว กล้าหาญ มีอิทธิพล หากมีวาสนามากจะใช้ทางที่ไม่ถูกไม่ควร,,,,,,,,,,,,,,,,,
,,ศักดิ์ศรี,อำนาจ วาสนา บารมี หากใช้ไปในทางถูก จะส่งผลดีที่น่าเลื่อมใส หากใช้อำนาจมากเกินไป จะเกิดผลเสียในภายหลัง,,,,,,,,,,,,,,,,,
,,,การใช้อำนาจที่เกินขอบเขต ใช้อิทธิพลต่อผู้อื่น วาสนาบารมีล้นเหลือ ใช้อำนาจในทางที่ผิดทาง มีแต่คนสรรเสริญเยินยอ ยกย่องให้โดดเด่นขึ้น สิ่งของหรูหรา สินค้ามีราคาแพงเป็นที่นิยมมาก อาคารบ้านเรือนโอ่โถง สถานที่ที่ดูมีอำนาจมาก ความอลังการใหญ่โตเกินความจำเป็นที่ควรเป็น
,,
,,
,,
,,
,,
,,,การไหลเวียนของน้ำที่มีความรุนแรงเกินไป,,,,,,,,,,,,,,,,,
6.0,衰,ซวย,ความทุกข์ ล่าช้า เสื่อม ถดถอย เสียเงินเสียทอง มีอุปสรรค สูญเสียทั้งสิ้น มีเคราะห์ มีปัญหา ลาภยศสรรเสริญไม่ดี,,,,,,,,,,,,,,,,,
,,ความเสื่อม,ความเสื่อมถอยเริ่มเกิดขึ้นกับร่างกาย และ อำนาจบารมีที่ถดถอย ปฏิกิริยาร่างกายที่ตอบโต้จะเริ่มเฉื่อยชามากขึ้น,,,,,,,,,,,,,,,,,
,,,ความทุกข์ ความโศกเศร้า ความเสียใจ ร้องไห้ สูญเสียของที่ตนรัก เสียเงิน มีเคราะห์กรรม การเจรจาที่ไม่ประสบความสำเร็จ ความขี้บ่น การทำสิ่งหนึ่งสิงใดที่มีความล่าช้า ไม่ทันคนอื่น ความเหนื่อยล้า อ่อนใจต่อสิ่งที่ตั้งใจจะทำให้ดี ความเสื่อมโทรม มรดกบรรพบุรุษ วัตถุโบราณ
,,
,,
,,
,,
,,,การไหลเวียนของน้ำที่มีการปนเปื้อนตะกอน ทำให้ไหลช้าลง,,,,,,,,,,,,,,,,,
