7.0,午,,กระฉับกระเฉง รักอิสระ ไม่ชอบการถูกบังคับ ตอบสนองไวต่อสิ่งเร้า ชอบมีสังคมเพื่อความมั่นใจ แต่ก็ต้องการพื้นที่ส่วนตัวในการปลดปล่อยพลังงาน เมื่อเริ่มต้นสิ่งใดแล้วมักหยุดยากหากยังมีแรงผลักดัน,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ทอง,ซี่,,มีคุณค่าในตัวเอง แต่ค่อนข้างเก็บตัว ไม่สุงสิงกับใคร จนคนอื่นอาจเข้าใจผิดว่าไม่มีความสามารถ ควรพัฒนาตัวเองให้เหมาะสมกับบทบาทในสังคม การหมกมุ่นกับสิ่งที่ชอบมากเกินไปอาจส่งผลเสียต่อสุขภาพจิต ควรก้าวออกจากพื้นที่ปลอดภัย ตั้งเป้าหมายที่ชัดเจน และพัฒนาอย่างต่อเนื่อง ผลลัพธ์ที่ดีจะตามมา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ม1,甲,,เป็นคนใจดี มีเมตตา รักการทำบุญ ชอบช่วยเหลือผู้อื่น มุ่งมั่น ขยัน และใฝ่รู้ มีศักดิ์ศรี รักการพัฒนาและเรียนรู้ไม่สิ้นสุด มีความอดทน ยอมคน รักความสงบ ไม่ชอบมีเรื่องกับใคร เปิดเผย ชัดเจน คิดกว้าง มองไกล มีความพยายาม และรักครอบครัว,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,申,,คล่องแคล่ว ว่องไว มีความอยากรู้อยากเห็นสูง รักการเรียนรู้และทดลองสิ่งใหม่ มักใช้วิธีคิดสร้างสรรค์ แฝงอารมณ์ขัน และสามารถใช้สิ่งรอบตัวให้เกิดประโยชน์ได้อย่างชาญฉลาด ไม่ชอบให้ใครมาล่วงล้ำพื้นที่ส่วนตัว,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
น้ำ,เจ๊าะ,,เป็นคนมุ่งมั่น ตั้งใจจริงในสิ่งที่ทำ แต่เมื่อถึงช่วงเวลาสำคัญอาจละทิ้งสิ่งที่เริ่มไว้ ความเอื้อเฟื้อกับคนอื่นบางครั้งกลายเป็นการทำร้ายเขาโดยไม่ตั้งใจ ควรควบคุมอารมณ์ให้ดี และคิดให้รอบคอบก่อนลงมือทำอะไร ไม่เช่นนั้นจะเกิดความเสียหายได้ง่าย หากจัดระบบความคิดให้เป็นระเบียบ จะช่วยให้เดินหน้าได้มั่นคงขึ้น,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ม1,甲,,เป็นคนใจดี มีเมตตา รักการทำบุญ ชอบช่วยเหลือผู้อื่น มุ่งมั่น ขยัน และใฝ่รู้ มีศักดิ์ศรี รักการพัฒนาและเรียนรู้ไม่สิ้นสุด มีความอดทน ยอมคน รักความสงบ ไม่ชอบมีเรื่องกับใคร เปิดเผย ชัดเจน คิดกว้าง มองไกล มีความพยายาม และรักครอบครัว,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,戌,,จงรักภักดี ซื่อสัตย์ ชัดเจนในความสัมพันธ์ พร้อมปกป้องคนที่รัก สื่อสารตรงไปตรงมา และใช้สัญชาตญาณในการแยกแยะความรู้สึกของผู้คน รักษาระเบียบในกลุ่ม และยึดถือความสัมพันธ์แบบมีลำดับขั้น,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟ,เอี้ยง,,เป็นคนร่าเริง แต่ภายในมีความร้อนรุ่มในใจ หากปล่อยวางบ้างจะรู้สึกมีความสุขมากขึ้น ความสามารถที่มีหากใช้ให้ถูกทาง จะนำพาเงินทองและความสำเร็จมาให้ แต่ควรระวังการตัดสินใจด้วยอารมณ์ อย่าทำอะไรเพราะความใจร้อน ค่อย ๆ วิเคราะห์อย่างมีเหตุผล จะส่งผลดีในระยะยาว,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ม2,乙,,เป็นคนอ่อนโยน ใจดี ชอบศิลปะและความสวยงาม มีเสน่ห์ น่ารัก เข้าใจธรรมชาติ และปรับตัวเก่ง พูดจาไพเราะ มีไอเดียดี คิดไว แก้ปัญหาเก่ง เก่งเรื่องศิลปะและการแสดงออก แต่งตัวเก่ง ดูดีมีสไตล์,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,丑,,สุขุม อดทน เดินหน้าอย่างมั่นคง ไม่เร่งรีบ รักความสงบและไม่ชอบความขัดแย้ง ชอบอยู่ร่วมกับคนที่ไว้ใจได้ มีระเบียบในชีวิตประจำวัน และมักใช้ชีวิตแบบเดิมซ้ำ ๆ แต่หากถูกรบกวนมากเกินไป อาจแสดงอารมณ์รุนแรงได้,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ทอง,ซวย,,เป็นคนเก่ง แต่ไม่ค่อยทันกับโลกยุคใหม่ ยังจมอยู่กับความสำเร็จในอดีต จนทำให้ไม่กล้าเปิดใจหรือออกไปสู่โลกภายนอก ชีวิตอาจรู้สึกเงียบเหงาโดดเดี่ยว ควรก้าวข้ามกำแพงในใจ แล้วคุณจะพบโอกาสและสิ่งใหม่ ๆ ที่น่าตื่นเต้น โลกที่สดใสรออยู่ข้างหน้า,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ม2,乙,,เป็นคนอ่อนโยน ใจดี ชอบศิลปะและความสวยงาม มีเสน่ห์ น่ารัก เข้าใจธรรมชาติ และปรับตัวเก่ง พูดจาไพเราะ มีไอเดียดี คิดไว แก้ปัญหาเก่ง เก่งเรื่องศิลปะและการแสดงออก แต่งตัวเก่ง ดูดีมีสไตล์,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,卯,,ระมัดระวังสูง ไวต่อสิ่งรอบตัว มักตอบสนองเร็วต่อเสียงหรือสถานการณ์ผิดปกติ ทำอะไรเงียบและรวดเร็ว ไม่ชอบอยู่ในที่โล่งแจ้งหรือเสี่ยงภัย และมักถอยหนีทันทีเมื่อรู้สึกไม่ปลอดภัย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
น้ำ,ลิ่มกัว,,มีความสามารถในการช่วยเหลือคนที่ด้อยโอกาสในสังคม โดยเฉพาะในชุมชนท้องถิ่น ควรเริ่มจากสิ่งเล็ก ๆ ที่คุณถนัด แล้วค่อย ๆ ขยายผลอย่างมีระบบ หลีกเลี่ยงการเปิดเผยแนวคิดที่ยังไม่มั่นคง เพราะอาจโดนลอกเลียน ความรู้จริงของคุณจะสร้างผลงานที่มีคุณภาพและนำมาซึ่งชื่อเสียงและความมั่นคง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ม2,乙,,เป็นคนอ่อนโยน ใจดี ชอบศิลปะและความสวยงาม มีเสน่ห์ น่ารัก เข้าใจธรรมชาติ และปรับตัวเก่ง พูดจาไพเราะ มีไอเดียดี คิดไว แก้ปัญหาเก่ง เก่งเรื่องศิลปะและการแสดงออก แต่งตัวเก่ง ดูดีมีสไตล์,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,巳,,เงียบ ขรึม และสุขุม มักใช้เวลาสังเกตก่อนลงมือ เคลื่อนไหวช้าแต่แม่นยำและรวดเร็วเมื่อจำเป็น ไวต่อสภาพแวดล้อมและอารมณ์รอบตัว ชอบอยู่ในที่สงบ ไม่วุ่นวาย และสามารถฟื้นตัวจากปัญหาได้ดีเมื่อมีเวลา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟ,หมกยก,,เป็นคนมีความคิดสร้างสรรค์แบบศิลปิน อาจทำให้คนอื่นมองว่าแปลก เข้ากับคนอื่นยาก จิตใจไม่แน่นอน บางครั้งอารมณ์เปลี่ยนไว แต่ถ้าคุณพัฒนาทักษะให้ถูกทาง จะประสบความสำเร็จได้ ความกล้าคิดกล้าทำเป็นข้อดี แต่ถ้ามั่นใจเกินไปอาจทำให้พลาด ควรควบคุมอารมณ์ให้สมดุล แล้วชีวิตจะราบรื่นมากขึ้น,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ม2,乙,,เป็นคนอ่อนโยน ใจดี ชอบศิลปะและความสวยงาม มีเสน่ห์ น่ารัก เข้าใจธรรมชาติ และปรับตัวเก่ง พูดจาไพเราะ มีไอเดียดี คิดไว แก้ปัญหาเก่ง เก่งเรื่องศิลปะและการแสดงออก แต่งตัวเก่ง ดูดีมีสไตล์,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,未,,อ่อนโยน ชอบอยู่ร่วมกับผู้อื่นเพื่อความสบายใจ บางครั้งก็ชอบความเป็นส่วนตัว มักไม่แสดงอารมณ์ชัดเจน ชอบสิ่งแวดล้อมที่ปลอดภัยและสงบ เข้าใจความรู้สึกของคนรอบข้าง และใช้การสังเกตอย่างเงียบ ๆ แทนการเผชิญหน้า,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ทอง,เอี้ยง,,เหมาะกับการเป็นคนในกลุ่มเล็กๆ ซึ่งมักฝันไกลเกินไปโดยไม่ประเมินความสามารถ อาจทำให้เกิดปัญหาที่แก้ไม่จบ ความดีในใจของคุณจะเป็นเกราะป้องกันภัย และวางรากฐานชีวิตให้มั่นคง ลองเริ่มต้นสร้างรายได้จากสิ่งที่คุณรัก ตั้งเป้าหมายระยะสั้น ทำให้สำเร็จทีละขั้น จะเห็นผลดี ควรหลีกเลี่ยงการลงทุนใหญ่ที่คุณไม่แน่ใจ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ม2,乙,,เป็นคนอ่อนโยน ใจดี ชอบศิลปะและความสวยงาม มีเสน่ห์ น่ารัก เข้าใจธรรมชาติ และปรับตัวเก่ง พูดจาไพเราะ มีไอเดียดี คิดไว แก้ปัญหาเก่ง เก่งเรื่องศิลปะและการแสดงออก แต่งตัวเก่ง ดูดีมีสไตล์,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,酉,,ตรงต่อเวลา รู้บทบาทหน้าที่ของตนเองชัดเจน ยึดหลักลำดับขั้นในสังคม ใส่ใจพื้นที่ส่วนตัวและคนใกล้ชิด ชอบจัดระเบียบชีวิตประจำวัน และไวต่อสิ่งรบกวนหรือความไม่เรียบร้อยรอบตัว มักกระตุ้นให้คนอื่นทำงานอย่างที่ตัวเองหวัง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
น้ำ,เจ๊าะ,,มีอารมณ์รุนแรง จนทำให้เกิดความขัดแย้งทั้งกับตัวเองและคนรอบข้าง ควรฝึกสติและหมั่นควบคุมอารมณ์ อย่าจมอยู่กับอดีต ควรหาสิ่งใหม่ ๆ ที่สร้างแรงบันดาลใจ หลีกเลี่ยงสิ่งที่ฉาบฉวยและไม่จริงใจ จงออกเดินทางเพื่อค้นหาสิ่งที่ตัวเองรักและใช่สำหรับคุณ ความสำเร็จจะไม่ได้มาจากคำชื่นชม แต่จากความตั้งใจจริง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ม2,乙,,เป็นคนอ่อนโยน ใจดี ชอบศิลปะและความสวยงาม มีเสน่ห์ น่ารัก เข้าใจธรรมชาติ และปรับตัวเก่ง พูดจาไพเราะ มีไอเดียดี คิดไว แก้ปัญหาเก่ง เก่งเรื่องศิลปะและการแสดงออก แต่งตัวเก่ง ดูดีมีสไตล์,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,亥,,ใจเย็น เฉื่อยชา นอนมาก ชอบขุดคุ้ยเรื่องเก่า ๆ รักความเรียบง่าย ชอบใช้ชีวิตสบาย ๆ ในสิ่งแวดล้อมที่ปลอดภัย มีความละเอียดในสิ่งเล็ก ๆ แม้ดูเงียบเฉย แต่มีสัมผัสไวต่อความรู้สึก และหลีกเลี่ยงสถานการณ์ที่เสียงดังหรือวุ่นวาย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟ,ซี่,,มีอารมณ์ภายในที่รุนแรง และพร้อมจะทำลายทุกอย่างหากไม่เป็นไปตามใจ ควรฝึกควบคุมอารมณ์อย่างจริงจัง มิฉะนั้นอาจนำไปสู่ความเสียหายหรือปัญหาที่แก้ไขยาก หากตั้งสติให้ดีและไม่วู่วาม สิ่งดี ๆ ที่รออยู่ข้างหน้าจะเป็นจริง และคุณจะได้รับความช่วยเหลือจากผู้ใหญ่หรือคนที่หวังดี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ฟ1,丙,,เป็นคนมีพลัง ชอบทำอะไรเต็มที่ สดใส กระตือรือร้น มั่นใจ ไม่ยอมแพ้ง่าย ชอบทำอะไรซ้ำ ๆ ตามความเคยชิน รักเพื่อน มีความรับผิดชอบ สุภาพ มีมารยาท รักความโดดเด่น ชอบตามกระแส มีศักดิ์ศรี ชอบสอน ชอบแบ่งปันความรู้ คิดกว้าง แต่มักห่วงภาพลักษณ์ โกรธง่ายแต่หายไว,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,子,,เคลื่อนไหวไว ไหวพริบดี มักระวังตัวและไม่ประมาท ชอบสังเกตและจับจังหวะก่อนลงมือ ชินกับการทำงานหรือใช้ชีวิตในช่วงกลางคืน รู้จักเลือกอยู่ในที่ที่ปลอดภัย และมีนิสัยชอบสะสมหรือเตรียมสำรองไว้ล่วงหน้าเสมอ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
น้ำ,ทอ,,เป็นคนใจดี เอื้อเฟื้อเผื่อแผ่ และเป็นที่พึ่งของคนรอบข้าง แต่ต้องระวังไม่ให้ช่วยเหลือผู้อื่นจนตัวเองลำบาก ควรมีเป้าหมายชีวิตที่ชัดเจนก่อนตัดสินใจทำสิ่งใด คุณมีความมั่นใจสูงและกล้าได้กล้าเสีย แต่ต้องระวังคำเยินยอที่อาจทำให้หลงเชื่อคนง่าย ถ้าคุณมั่นคงในสิ่งที่ทำ จะประสบความสำเร็จได้,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ฟ1,丙,,เป็นคนมีพลัง ชอบทำอะไรเต็มที่ สดใส กระตือรือร้น มั่นใจ ไม่ยอมแพ้ง่าย ชอบทำอะไรซ้ำ ๆ ตามความเคยชิน รักเพื่อน มีความรับผิดชอบ สุภาพ มีมารยาท รักความโดดเด่น ชอบตามกระแส มีศักดิ์ศรี ชอบสอน ชอบแบ่งปันความรู้ คิดกว้าง แต่มักห่วงภาพลักษณ์ โกรธง่ายแต่หายไว,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,寅,,รักอิสระ มักทำงานคนเดียว ไม่ชอบพึ่งพาผู้อื่น เงียบขรึมแต่ลงมืออย่างแม่นยำ รักพื้นที่ส่วนตัวและไม่ยอมให้ใครล้ำเส้น ใช้พลังเฉพาะเมื่อจำเป็น ไม่แสดงออกเกินเหตุ และมักไม่ไว้ใจสิ่งแปลกหน้าหรือคนที่ไม่คุ้นเคย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟ,เซี่ยงแซ,,มีใจเมตตาและเป็นที่พึ่งของคนอื่นเสมอ มีความกระตือรือร้นและพัฒนาอย่างต่อเนื่อง แต่อารมณ์อาจแปรปรวนและนำไปสู่ความเสียหาย ต้องระวังความโลภ ความไม่สม่ำเสมอ และการเริ่มต้นสิ่งใดแล้วไม่ต่อเนื่อง การหมั่นเติมพลังใจให้ตัวเอง จะช่วยให้คุณก้าวหน้าได้อย่างมั่นคง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ฟ1,丙,,เป็นคนมีพลัง ชอบทำอะไรเต็มที่ สดใส กระตือรือร้น มั่นใจ ไม่ยอมแพ้ง่าย ชอบทำอะไรซ้ำ ๆ ตามความเคยชิน รักเพื่อน มีความรับผิดชอบ สุภาพ มีมารยาท รักความโดดเด่น ชอบตามกระแส มีศักดิ์ศรี ชอบสอน ชอบแบ่งปันความรู้ คิดกว้าง แต่มักห่วงภาพลักษณ์ โกรธง่ายแต่หายไว,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,辰,,เปี่ยมด้วยพลังที่หลากหลาย มีความสามารถรอบด้าน มักแสดงออกอย่างโดดเด่นและน่าเกรงขาม บุคลิกสง่างามและลึกลับ มีพลังในการเปลี่ยนแปลงสิ่งรอบตัวได้เหมือนควบคุมธรรมชาติ และอารมณ์เปลี่ยนแปลงรวดเร็ว ยากจะคาดเดา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ดิน,กวงตั่ว,,เป็นคนมีความรู้หลากหลาย แต่ยังไม่สามารถเปลี่ยนให้เป็นรายได้หรือความมั่นคงได้ อาจยังติดอยู่กับอดีตและไร้ทิศทาง ควรตั้งเป้าหมายให้ชัด และใช้ความรู้เดิมวางรากฐานให้แน่น หากมีความพยายามอย่างต่อเนื่อง ผลลัพธ์ที่ดีจะไม่ไกลเกินเอื้อม,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ฟ1,丙,,เป็นคนมีพลัง ชอบทำอะไรเต็มที่ สดใส กระตือรือร้น มั่นใจ ไม่ยอมแพ้ง่าย ชอบทำอะไรซ้ำ ๆ ตามความเคยชิน รักเพื่อน มีความรับผิดชอบ สุภาพ มีมารยาท รักความโดดเด่น ชอบตามกระแส มีศักดิ์ศรี ชอบสอน ชอบแบ่งปันความรู้ คิดกว้าง แต่มักห่วงภาพลักษณ์ โกรธง่ายแต่หายไว,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,午,,กระฉับกระเฉง รักอิสระ ไม่ชอบการถูกบังคับ ตอบสนองไวต่อสิ่งเร้า ชอบมีสังคมเพื่อความมั่นใจ แต่ก็ต้องการพื้นที่ส่วนตัวในการปลดปล่อยพลังงาน เมื่อเริ่มต้นสิ่งใดแล้วมักหยุดยากหากยังมีแรงผลักดัน,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
น้ำ,ตี้อ๋วง,,มีความสามารถรอบด้าน และรักการเรียนรู้ แต่บางครั้งเรียนรู้มากเกินไปจนสับสนและใช้ไม่ถูกทาง เป็นคนจิตใจดีแต่ขี้หงุดหงิดง่าย ควรโฟกัสกับสิ่งที่ถนัดและทำให้ดีที่สุด หยุดเสพสิ่งที่ทำให้ไขว้เขว เช่น ข่าวสารที่มากเกินไป และอย่าช่วยเหลือคนอื่นจนตัวเองเสียหาย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ฟ1,丙,,เป็นคนมีพลัง ชอบทำอะไรเต็มที่ สดใส กระตือรือร้น มั่นใจ ไม่ยอมแพ้ง่าย ชอบทำอะไรซ้ำ ๆ ตามความเคยชิน รักเพื่อน มีความรับผิดชอบ สุภาพ มีมารยาท รักความโดดเด่น ชอบตามกระแส มีศักดิ์ศรี ชอบสอน ชอบแบ่งปันความรู้ คิดกว้าง แต่มักห่วงภาพลักษณ์ โกรธง่ายแต่หายไว,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,申,,คล่องแคล่ว ว่องไว มีความอยากรู้อยากเห็นสูง รักการเรียนรู้และทดลองสิ่งใหม่ มักใช้วิธีคิดสร้างสรรค์ แฝงอารมณ์ขัน และสามารถใช้สิ่งรอบตัวให้เกิดประโยชน์ได้อย่างชาญฉลาด ไม่ชอบให้ใครมาล่วงล้ำพื้นที่ส่วนตัว,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟ,แป่,,เป็นคนใจร้อน ทำอะไรไม่ค่อยยั้งคิด ควรฝึกสติให้มากขึ้น คิดก่อนทำและควบคุมอารมณ์ให้ดี เพราะความวู่วามอาจนำไปสู่ปัญหาและความขัดแย้ง หากคุณตั้งมั่นในศีลธรรมและหมั่นเจริญสติ ชีวิตจะเปิดทางให้เจอสิ่งใหม่ ๆ ที่ดีและมั่นคงมากขึ้น,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ฟ1,丙,,เป็นคนมีพลัง ชอบทำอะไรเต็มที่ สดใส กระตือรือร้น มั่นใจ ไม่ยอมแพ้ง่าย ชอบทำอะไรซ้ำ ๆ ตามความเคยชิน รักเพื่อน มีความรับผิดชอบ สุภาพ มีมารยาท รักความโดดเด่น ชอบตามกระแส มีศักดิ์ศรี ชอบสอน ชอบแบ่งปันความรู้ คิดกว้าง แต่มักห่วงภาพลักษณ์ โกรธง่ายแต่หายไว,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,戌,,จงรักภักดี ซื่อสัตย์ ชัดเจนในความสัมพันธ์ พร้อมปกป้องคนที่รัก สื่อสารตรงไปตรงมา และใช้สัญชาตญาณในการแยกแยะความรู้สึกของผู้คน รักษาระเบียบในกลุ่ม และยึดถือความสัมพันธ์แบบมีลำดับขั้น,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
